,Title,Author,Vote,Views,Link,Body,Date release
69,[Stoicism] - Dịch Seneca (57): Về những chấn động tự nhiên của tâm trí mà phẩm cách sẽ...,Andy Luong,36,1529,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-57-Ve-nhung-chan-dong-tu-nhien-cua-tam-tri-ma-pham-cach-se-khong-bao-gio-co-the-kiem-soat-tron-ven-qpu,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",22 tháng 8
70,"Google Pixel 4 vs. Iphone XS: không đội trời chung.
",Tuan.lm,19,2002,https://spiderum.com/bai-dang/Google-Pixel-4-vs-Iphone-XS-khong-doi-troi-chung-qmo, Với việc iPhone 12 và Pixel 5 đang rục rịch ra mắt thì chắc hẳn nhiều người đang mong đợi giá của những chiếc Flagship cũ sẽ giảm để phù hợp với túi...,18 tháng 8
71,[Stoicism] - Dịch Seneca (56): Về ảnh hưởng của âm thanh và sự ồn ã lên tâm trí!,Andy Luong,40,1459,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-56-Ve-anh-huong-cua-am-thanh-va-su-on-a-len-tam-tri-qk3,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",15 tháng 8
72,Cách Apple đánh bại các nhà sản xuất đồng hồ Thụy Sĩ trong trò chơi của riêng họ,adam Vinh,20,1854,https://spiderum.com/bai-dang/Cach-Apple-danh-bai-cac-nha-san-xuat-dong-ho-Thuy-Si-trong-tro-choi-cua-rieng-ho-qjp,  We Swiss rất tự hào về sản xuất đồng hồ. Không có gì bí mật khi một số thương hiệu đồng hồ dễ nhận biết nhất trên thế giới được sản xuất tại Thụy...,15 tháng 8
73,[TỀ GIA THƯ] - Cha mẹ và những kẻ cướp nhà băng,Hoàng Vũ Anh,9,745,https://spiderum.com/bai-dang/TE-GIA-THU-Cha-me-va-nhung-ke-cuop-nha-bang-qj7,"   Một ngày đẹp trời, những tia nắng rạng rỡ chiếu lên biết bao nhiêu ô cửa nhỏ của mọi ngôi nhà trên phố. Nếu khi đó chúng ta chỉ cần dùng một chút...",14 tháng 8
74,Các thức hoạt động của hệ thống Bitcoin - Phần 2,Đức Thắng,8,1027,https://spiderum.com/bai-dang/Cac-thuc-hoat-dong-cua-he-thong-Bitcoin-Phan-2-qg9," Về cơ bản, có thể hiểu các giao dịch trong hệ thống Bitcoin được tập hợp thành một tập tin kỹ thuật số, trong đó lưu trữ danh sách các tài khoản và...",11 tháng 8
75,"[Stoicism] - Dịch Seneca (55): Ẩn dật xa lánh cuộc đời, có chắc đã là điều đáng ngưỡng mộ...",Andy Luong,34,1452,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-55-An-dat-xa-lanh-cuoc-doi-co-chac-da-la-dieu-dang-nguong-mo-tan-duong-qdj,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",7 tháng 8
76,Chấn thương nhẹ ở đầu nguy hiểm thế nào?,TEE TI T,45,1332,https://spiderum.com/bai-dang/Chan-thuong-nhe-o-dau-nguy-hiem-the-nao-qaq, Concussion (tạm dịch: chấn thương nhẹ ở não) là một trong những chấn thương thường gặp trong cuộc sống và có thể gây ảnh hưởng lâu dài và có thể nguy...,4 tháng 8
77,"""Hãy cứ là chính bản thân mình đi."" - Nhưng mà là ai cơ?",Tú Anh,59,3507,https://spiderum.com/bai-dang/Hay-cu-la-chinh-ban-than-minh-di-Nhung-ma-la-ai-co-qa2,"         Năm 1920, nhà văn Virginia Woolf thông báo trong nhật ký của mình: “Cuối cùng tôi đã nghĩ ra một ý tưởng về dạng thức mới của cuốn tiểu...",3 tháng 8
78,Cách thức hoạt động của hệ thống Bitcoin - Phần 1,Đức Thắng,25,1186,https://spiderum.com/bai-dang/Cach-thuc-hoat-dong-cua-he-thong-Bitcoin-Phan-1-q9o,   #Note:   Phần này khá nặng về kiến thức chuyên môn nên bạn nào không muốn đọc có thể bỏ qua nhé. Phần 2 mình sẽ nói rõ hơn về Cách thức giao dịch...,3 tháng 8
79,[Stoicism] - Dịch Seneca (54): Về một trải nghiệm tập dượt cho cái chết!,Andy Luong,38,1162,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-54-Ve-mot-trai-nghiem-tap-duot-cho-cai-chet-q8e,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",1 tháng 8
80,Phân loại người dùng spam rất là dễ ?,Đức Thắng,15,1019,https://spiderum.com/bai-dang/Phan-loai-nguoi-dung-spam-rat-la-de-q78," Hôm nay cả công ty đi nghỉ mát còn tôi ở lại trực và làm việc. Công việc thì đã hòm hòm nên khá rảnh, mà rảnh rỗi sinh nông nổi nên viết một vài chữ...",31 tháng 7
81,Bitcoin và Blockchain là gì?,Đức Thắng,15,887,https://spiderum.com/bai-dang/Bitcoin-va-Blockchain-la-gi-q6b," Hôm nay lướt qua Spiderum thấy có một vài bạn chưa hiểu, biết về Bitcoin và Blockchain nên mình mạo muội viết bài chia sẻ. Bài viết này được lấy từ...",30 tháng 7
82,"[Stoicism] - Dịch Seneca (53): Tại sao những căn bệnh của tâm trí lại khó chữa, và đôi...",Andy Luong,37,1938,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-53-Tai-sao-nhung-can-benh-cua-tam-tri-lai-kho-chua-va-doi-dong-ve-suc-manh-cua-Triet-q2b,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",25 tháng 7
83,Cái Chết Thì Huyền Bí Hơn Bạn Nghĩ.,Levi Nguyen,19,1534,https://spiderum.com/bai-dang/Cai-Chet-Thi-Huyen-Bi-Hon-Ban-Nghi-q1x,  Tại sao một số gen hoạt động mạnh hơn khi cuộc sống kết thúc?      Các nhà nghiên cứu cho rằng các tế bào ngưng hoạt động như đèn tắt đi từng cái...,24 tháng 7
84,Thiên văn học 101 — Tập 2: Cung hoàng đạo của bạn sai rồi!,zeally,26,1152,https://spiderum.com/bai-dang/Thien-van-hoc-101-Tap-2-Cung-hoang-dao-cua-ban-sai-roi-q19,"          1. Cung hoàng đạo của bạn sai rồi  Nếu bạn ra ngoài ngắm trời mỗi đêm, bạn sẽ thấy các ngôi sao mọc và lặn. Giống như Mặt Trời mọc và lặn,...",24 tháng 7
85,Có bao giờ là quá trễ để học lập trình?,maingocanh,34,1779,https://spiderum.com/bai-dang/Co-bao-gio-la-qua-tre-de-hoc-lap-trinh-pzq, Dịch từ câu trả lời của  Erin Parker  — Founder Spitfire Athlete cho câu hỏi  “Is it ever too late for someone to learn how to program?”   Không bao...,22 tháng 7
86,"[Stoicism] - Dịch Seneca (52): Càng khó khăn, việc đạt đến sự thông thái và đức hạnh càng...",Andy Luong,52,1744,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-52-pxs,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",19 tháng 7
87,[Stoicism] - Dịch Seneca (51): Tại sao nên tránh những thành phố của hưởng thụ và tiệc...,Andy Luong,47,1528,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-51-Tai-sao-nen-tranh-nhung-thanh-pho-cua-huong-thu-va-tiec-tung-pxb,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",18 tháng 7
88,(Stoicism) Dịch Meditations - Marcus Aurelius (Quyển 2) (3),Hoàng Bách,10,656,https://spiderum.com/bai-dang/Stoicism-Dich-Meditations-Marcus-Aurelius-Quyen-2-3-pwj,"         11. Ngươi có thể từ bỏ cuộc sống ngay bây giờ. Hãy để suy nghĩ đó quyết định điều mà người làm, nói và nghĩ. Nếu thần linh có tồn tại, thì...",16 tháng 7
89,Thiên văn học 101,zeally,56,1285,https://spiderum.com/bai-dang/Thien-van-hoc-101-pvh," Một ông sao sáng, hai ông sáng sao          Chúng ta không có kính viễn vọng hay ống nhòm để ngắm trời cho đến tận vài thế kỷ gần đây, nên phần lớn...",15 tháng 7
90,Bỏ Bữa Sáng Có Thực Sự Tệ Cho Sức Khỏe Và Nhịn Ăn Gián Đoạn (Intermittent Fasting) Là Gì?...,Levi Nguyen,36,2453,https://spiderum.com/bai-dang/Nhin-An-Gian-Doan-Intermittent-Fasting-La-Gi-Va-Bo-Bua-Sang-Co-Thuc-Su-Te-Cho-Suc-Khoe-Khong-pvj, Tình hình là sau gần nửa năm nằm nhà ăn và ngủ vì dịch covid khiến mình mập như con lợn cạo nên phải lộn vài vòng trên mạng tìm cách giảm cân. Tản...,15 tháng 7
91,Nghiện Tinder có thể Lào Cai?,Tú Anh,73,3125,https://spiderum.com/bai-dang/Nghien-Tinder-co-the-Lao-Cai-pus,"         Tinder, Tinder, Tinder. Câu thần chú của những trái tim cô đơn, luôn được xướng lên cho dù không một ai biết rõ có thể biến trái tim cô đơn...",14 tháng 7
92,Spotify's Discover Weekly: Cách máy học tìm thấy những bài hát bạn sẽ yêu thích,maingocanh,88,2505,https://spiderum.com/bai-dang/Spotifys-Discover-Weekly-Cach-may-hoc-tim-thay-nhung-bai-hat-ban-se-yeu-thich-puh,            Dịch nhanh bài  Spotify’s Discover Weekly: How machine learning finds your new music  của  Sophia Ciocca   Ngành khoa học đằng sau sự gợi...,14 tháng 7
93,Seminar: VietBay Sharing: Hỏi đáp về sử dụng Internet an toàn,Curly Rae Braces,53,1421,https://spiderum.com/bai-dang/Seminar-VietBay-Sharing-Hoi-dap-ve-su-dung-Internet-an-toan-puf,"  (Đưa lại từ blog vnhacker)            Cách đây mấy năm, tôi có tổ chức một buổi workshop về sử dụng Internet an toàn ở Đại học Bách Khoa Tp.HCM. Hôm...",14 tháng 7
94,Cách xác định giá của một sản phẩm: Mô hình định giá Van Westendorp,M D V N,42,1657,https://spiderum.com/bai-dang/Cach-xac-dinh-gia-cua-mot-san-pham-Mo-hinh-dinh-gia-Van-Westendorp-pu1,     Thước đo độ nhạy cảm giá xác định điểm giá lý tưởng với độ chính xác cao hơn hầu hết các mô hình khảo sát khác hiện nay trước khi ra mắt một sản...,13 tháng 7
95,16 cổng kết nối thường thấy trên máy tính và chức năng của chúng,huu phong,17,1044,https://spiderum.com/bai-dang/16-cong-ket-noi-thuong-thay-tren-may-tinh-va-chuc-nang-cua-chung-ptt, Một cổng kết nối trên máy tính đóng vai trò như là một giao diện hay đơn giản là một điểm kết giao tiếp giữa máy tính và các thiết bị ngoại...,13 tháng 7
96,"[Stoicism] - Dịch Seneca (50): Tại sao người ta thường thờ ơ với triết, hay lý do khiến...",Andy Luong,52,1394,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-50-Tai-sao-nguoi-ta-thuong-tho-o-voi-triet-hay-ly-do-khien-viec-khoi-dau-ren-luyen-tam-tri-la-rat-gian-nan-psf,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",11 tháng 7
97,Grammarly đã dần phát triển đến 6.9 triệu người dùng hàng ngày trong 9 năm như thế nào?,maingocanh,49,1524,https://spiderum.com/bai-dang/Grammarly-da-dan-phat-trien-den-69-trieu-nguoi-dung-hang-ngay-trong-9-nam-nhu-the-nao-prr," Dịch từ bài  How Grammarly Quietly Grew Its Way to 6.9 Million Daily Users in 9 Years  của Hiten Shah          Từ 2008, Grammarly đã phát triển một...",10 tháng 7
98,Nghịch lý xác suất và một số tư duy thống kê sai lầm,dustsucker,37,2109,https://spiderum.com/bai-dang/Nghich-ly-xac-suat-va-mot-so-tu-duy-thong-ke-sai-lam-pp5, Link bài viết gốc tại  The Conversation      Số liệu xác suất và thống kê đôi lúc có thể khiến ta bối rối | Ảnh tại Shutterstock.  Nhiều lúc báo đài...,7 tháng 7
99,"[Stoicism] - Dịch Seneca (49): Bàn về ký ức, về sự ngắn ngủi của cuộc đời!",Andy Luong,40,1623,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-49-Ban-ve-ky-uc-ve-su-ngan-ngui-cua-cuoc-doi-va-lai-ve-may-tro-bien-luan-vo-gia-tri-pn7,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",4 tháng 7
100,[Kinh tế học] Bàn về tiền tệ (P1): Tổng hợp những nguyên nhân khiến Bitcoin trở nên hot,Andy Luong,51,1900,https://spiderum.com/bai-dang/Kinh-te-hoc-Ban-ve-tien-te-P1-Tong-hop-nhung-nguyen-nhan-khien-Bitcoin-tro-nen-hot-pkp," Nhân vừa cày xong cuốn  Narrative Economics  của  giáo sư Robert Shiller  của Yale Uni, mình muốn note lại phần tổng hợp của ông về những nguyên nhân...",1 tháng 7
101,[Mẹo] Khi bạn cảm thấy lười đọc trên Spiderum (và các trang web lắm chữ khác).,Levi Nguyen,43,1759,https://spiderum.com/bai-dang/Meo-Khi-ban-cam-thay-luoi-doc-tren-Spiderum-va-cac-trang-web-lam-chu-khac-pii, Cài đặt bản mới nhất của Microsoft Edge:           Chọn  Start  ->  Setting  ->  Language  ->  Add a preferred language  -> Tìm gói tiếng việt...,29 tháng 6
102,[Stoicism] - Dịch Seneca (48): Về mấy trò uốn nắn bẻ lái câu chữ trong biện luận và...,Andy Luong,33,1395,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-48-Ve-may-cai-tro-uon-nan-be-lai-cau-chu-trong-bien-luan-va-logic-phh,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",27 tháng 6
103,Lợi ích của một bộ não song ngữ,Tuấn Milan,52,3554,https://spiderum.com/bai-dang/Loi-ich-cua-mot-bo-nao-song-ngu-pgb," Lược dịch từ bài  The Benefits of a Bilingual Brain của tác giả Mia Nacamulli  trên TED - Ed.  Cảm ơn mọi người đã theo dõi !                ""...",26 tháng 6
104,Hành trình hack một radio giả cổ (Tiếng Anh),Curly Rae Braces,42,1654,https://spiderum.com/bai-dang/Hanh-trinh-hack-mot-radio-gia-co-Tieng-Anh-pfc," ( Đưa lại từ trên blog tiếng Anh của mình ) - Đây là một trong những việc mình khá vui vì làm được, không phải vì cái gì mà chỉ vì sự ngứa ngáy tò...",24 tháng 6
105,Các ứng dụng tìm kiếm bằng hình ảnh thú vị,Yangmi27,10,785,https://spiderum.com/bai-dang/Cac-ung-dung-tim-kiem-bang-hinh-anh-thu-vi-pfo," Thời đại công nghệ bùng nổ ,vô vàn những ý tưởng hay ho từ công nghệ đã được thực hiện và tạo hưng phấn cho người dùng. Bài viết này mình sẽ chỉ đề...",25 tháng 6
106,Xử lý thời gian thực và hệ điều hành đa nhiệm,Curly Rae Braces,75,1717,https://spiderum.com/bai-dang/Xu-ly-thoi-gian-thuc-va-he-dieu-hanh-da-nhiem-pdq, Mình đã viết một bài (có lẽ là phải sửa lại không dưới 5 lần mới hơi vừa ý) cho sách của các bạn Spiderum nói về lập trình nhúng trong quyển sách về...,23 tháng 6
107,[Stoicism] - Dịch Seneca (47): Bàn về quyền lực: góc nhìn từ thời nô lệ,Andy Luong,28,1592,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-47-Ban-ve-cach-song-voi-no-le-pb7,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",20 tháng 6
108,"[Stoicism] - Dịch Seneca (46): Về tác phẩm mới của bạn, Lucilius!",Andy Luong,22,1001,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-46-Ve-tac-pham-moi-cua-ban-Lucilius-p6u,"   Lời tựa  :   
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",14 tháng 6
109,[Stoicism] - Dịch Seneca (45): Về sách và mấy cái trò tranh biện tốn thời gian!,Andy Luong,40,1754,https://spiderum.com/bai-dang/Stoicism-Dich-Seneca-45-Ve-sach-va-may-cai-tro-tranh-bien-ton-thoi-gian-p5r,"   Lời tựa  : 
               
Như đã giới thiệu trong series, Seneca thực sự là nguồn cảm hứng Stoicism của mình. Đọc Seneca không chỉ là về triết...",13 tháng 6
110,Tăng tốc máy tính  đơn giản và hiệu quả với 4 đúp chuột. ,Tinhs_Truongw,31,2004,https://spiderum.com/bai-dang/Tang-toc-may-tinh-voi-4-don-gian-va-hieu-qua-voi-4-dup-chuot-p4c,"    YO!!!!!  Hey guys , mình là Tinhs đây là bài viết đầu tiên của mình về máy tính . ở bài viết này mình muốn chia sẻ với các bạn về các typ tăng tốc...",11 tháng 6
